ID|Order Quantity|Sales|Ship Mode|Profit|Unit Price|Customer Name|Province|Customer Segment|Product Category|Product Sub-Category|Product Name
4783|10|208.77|Regular Air|-76.58|20.97|Denise Monton|Manitoba|Home Office|Technology|Computer Peripherals|Microsoft Internet Keyboard
4784|4|34.27|Regular Air|-26.44|6.48|Scot Wooten|Manitoba|Corporate|Office Supplies|Paper|Xerox 1905
4785|28|2555.37|Delivery Truck|-824.91|95.98|Dave Brooks|Manitoba|Corporate|Furniture|Chairs & Chairmats|Global Deluxe Office Fabric Chairs
4786|41|3279.01|Delivery Truck|349.22|80.97|Marc Crier|Manitoba|Consumer|Technology|Office Machines|Lexmark Z25 Color Inkjet Printer
4787|26|213.49|Regular Air|-136.45|8.04|Denise Monton|Manitoba|Home Office|Office Supplies|Binders and Binder Accessories|Fellowes Twister Kit, Gray/Clear, 3/pkg
4788|38|375.61|Express Air|-21.26|10.44|Keith Dawkins|Manitoba|Home Office|Office Supplies|Binders and Binder Accessories|"Avery? 3 1/2"" Diskette Storage Pages, 10/Pack"
4789|34|706.91|Express Air|85.68|20.98|Steve Chapman|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|Premium Transparent Presentation Covers by GBC
4790|31|190.06|Regular Air|-61.9|5.98|Steve Chapman|Manitoba|Corporate|Office Supplies|Paper|Xerox 1947
4791|11|86.79|Regular Air|-45.6|8.12|Marc Crier|Manitoba|Corporate|Technology|Computer Peripherals|Imation Neon Mac Format Diskettes, 10/Pack
4792|8|753.8|Regular Air|-32.3|96.45|Marc Crier|Manitoba|Corporate|Technology|Office Machines|Soundgear TeleForum DX Desktop Conference Phone
4793|38|212.12|Regular Air|-93.78|5.28|Steve Chapman|Manitoba|Corporate|Office Supplies|Paper|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
4794|32|6483.42|Delivery Truck|1590.95|200.98|Logan Currie|Manitoba|Small Business|Furniture|Chairs & Chairmats|Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black
4795|10|137.77|Regular Air|1.85|12.28|Logan Currie|Manitoba|Small Business|Office Supplies|Paper|Xerox 1881
4796|43|540.33|Regular Air|-59.06|12.44|John Lee|Manitoba|Corporate|Office Supplies|Storage & Organization|Eldon Simplefile? Box Office?
4797|3|15.88|Regular Air|-11.04|3.74|Keith Dawkins|Manitoba|Home Office|Office Supplies|Binders and Binder Accessories|Accohide Poly Flexible Ring Binders
4798|11|466.35|Regular Air|159.25|39.98|Keith Dawkins|Manitoba|Home Office|Furniture|Office Furnishings|Eldon Radial Chair Mat for Low to Medium Pile Carpets
4799|42|153.01|Regular Air|-218.53|3.52|John Lee|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|Self-Adhesive Ring Binder Labels
4800|2|27|Express Air|-4.9|5.78|Marc Crier|Manitoba|Corporate|Office Supplies|Paper|Xerox 1924
4801|41|225.06|Express Air|7.3|5.34|Joe Elijah|Manitoba|Home Office|Office Supplies|Binders and Binder Accessories|Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders
4802|47|1041.78|Regular Air|283.79|23.99|Joe Elijah|Manitoba|Home Office|Office Supplies|Envelopes|Recycled Interoffice Envelopes with String and Button Closure, 10 x 13
4803|3|32.76|Express Air|11.29|6.3|Marc Crier|Manitoba|Corporate|Office Supplies|Labels|Avery 51
4804|21|1503.49|Regular Air|408.73|70.97|Steve Chapman|Manitoba|Corporate|Office Supplies|Appliances|Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge
4805|1|10.62|Regular Air|-31.2|8.32|Steve Chapman|Manitoba|Corporate|Technology|Computer Peripherals|Imation 3.5 IBM Formatted Diskettes, 10/Box
4806|50|2337.03|Regular Air|-37.19|49.99|Steve Chapman|Manitoba|Corporate|Technology|Computer Peripherals|US Robotics 56K V.92 Internal PCI Faxmodem
4807|34|29345.27|Delivery Truck|7497.55|880.98|Steve Chapman|Manitoba|Corporate|Furniture|Bookcases|Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish
4808|48|3355.1|Delivery Truck|-1701.96|70.98|Steve Chapman|Manitoba|Corporate|Furniture|Chairs & Chairmats|Situations Contoured Folding Chairs, 4/Set
4809|34|2864.55|Regular Air|1021.07|82.99|Steve Chapman|Manitoba|Corporate|Technology|Computer Peripherals|Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray
4810|31|65.61|Regular Air|-16.63|1.95|Steve Chapman|Manitoba|Corporate|Office Supplies|Pens & Art Supplies|Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink
4811|15|742.8|Regular Air|265.87|49.34|Ken Black|Manitoba|Consumer|Furniture|Office Furnishings|Electrix Fluorescent Magnifier Lamps & Weighted Base
4812|46|2188.06|Express Air|33.77|49.99|John Lee|Manitoba|Corporate|Technology|Computer Peripherals|US Robotics 56K V.92 Internal PCI Faxmodem
4813|47|6181.48|Delivery Truck|-194.83|124.49|Marc Crier|Manitoba|Corporate|Furniture|Tables|Bevis 36 x 72 Conference Tables
4814|33|283.8|Regular Air|47.52|8.69|Joe Elijah|Manitoba|Home Office|Office Supplies|Binders and Binder Accessories|Cardinal Slant-D? Ring Binder, Heavy Gauge Vinyl
4815|8|49.14|Express Air|-22.56|4.28|Steve Chapman|Manitoba|Corporate|Office Supplies|Paper|Xerox 1980
4816|10|1600.85|Delivery Truck|-193.97|159.31|John Lee|Manitoba|Corporate|Furniture|Tables|Hon Non-Folding Utility Tables
4817|46|320.93|Regular Air|-66.48|6.68|John Lee|Manitoba|Corporate|Office Supplies|Paper|Xerox 1923
4818|14|261.85|Regular Air|-52.33|17.7|John Lee|Manitoba|Corporate|Office Supplies|Storage & Organization|Portfile? Personal File Boxes
4819|10|56.91|Regular Air|7.5|5.18|Cynthia Delaney|Manitoba|Corporate|Office Supplies|Paper|Array? Memo Cubes
4820|19|113.2|Regular Air|24.83|6.08|Keith Dawkins|Manitoba|Home Office|Office Supplies|Pens & Art Supplies|Zebra Zazzle Fluorescent Highlighters
4821|27|94.46|Regular Air|-75.09|3.28|Denise Monton|Manitoba|Home Office|Office Supplies|Pens & Art Supplies|Newell 351
4822|25|1291.2|Regular Air|-5.6|50.98|Marc Crier|Manitoba|Consumer|Technology|Computer Peripherals|Microsoft Natural Multimedia Keyboard
4823|28|110.2|Regular Air|42.84|4.13|Keith Dawkins|Manitoba|Home Office|Office Supplies|Labels|Avery 506
4824|12|54.86|Regular Air|-50.6|4.28|Keith Dawkins|Manitoba|Home Office|Office Supplies|Paper|Xerox 1927
4825|34|1069.85|Delivery Truck|-1179.39|31.76|Ed Braxton|Manitoba|Home Office|Furniture|Tables|Hon iLevel? Computer Training Table
4826|42|1967.83|Regular Air|659.6|45.19|Marc Crier|Manitoba|Consumer|Technology|Computer Peripherals|Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus
4827|9|52.59|Regular Air|-28.14|4.98|Marc Crier|Manitoba|Consumer|Office Supplies|Paper|Xerox 1897
4828|41|8188.19|Regular Air|3702|204.1|Lindsay Williams|Manitoba|Corporate|Technology|Office Machines|Soundgear Copyboard Conference Phone, Optional Battery
4829|17|283.6535|Regular Air|-113.05|20.99|Lindsay Williams|Manitoba|Corporate|Technology|Telephones and Communication|Accessory37
4830|42|309.17|Regular Air|-283.31|7.77|John Lee|Manitoba|Corporate|Office Supplies|Appliances|Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
4831|29|412.86|Regular Air|-104.43|15.14|John Lee|Manitoba|Corporate|Office Supplies|Storage & Organization|Eldon? Gobal File Keepers
4832|33|103.32|Regular Air|-25.68|2.98|Ed Braxton|Manitoba|Home Office|Office Supplies|Pens & Art Supplies|Premium Writing Pencils, Soft, #2 by Central Association for the Blind
4833|35|503.75|Regular Air|16.46|13.43|Joe Elijah|Manitoba|Home Office|Office Supplies|Storage & Organization|Fellowes Personal Hanging Folder Files, Navy
4834|4|1614.97|Delivery Truck|-593.15|376.13|Keith Dawkins|Manitoba|Home Office|Furniture|Tables|Bretford Rectangular Conference Table Tops
4835|12|2119.0415|Regular Air|-6.57|195.99|Keith Dawkins|Manitoba|Home Office|Technology|Telephones and Communication|T28 WORLD
4836|39|272.39|Express Air|-91.48|6.48|Ed Braxton|Manitoba|Consumer|Office Supplies|Paper|Xerox 21
4837|50|5369.46|Regular Air|1370.26|99.99|Cynthia Delaney|Manitoba|Corporate|Technology|Office Machines|AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting
4838|41|1439.96|Regular Air|182.46|33.29|Cynthia Delaney|Manitoba|Corporate|Office Supplies|Storage & Organization|Fellowes Bases and Tops For Staxonsteel?/High-Stak? Systems
4839|25|122.05|Express Air|-67.6|4.24|Marc Crier|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|Storex DuraTech Recycled Plastic Frosted Binders
4840|10|48|Regular Air|-29.14|4.18|Scot Wooten|Manitoba|Corporate|Furniture|Office Furnishings|Eldon? Image Series Desk Accessories, Burgundy
4841|33|505.08|Regular Air|-56.91|15.15|Joe Elijah|Manitoba|Home Office|Office Supplies|Binders and Binder Accessories|Plastic Binding Combs
4842|4|649.2385|Regular Air|-830.72|205.99|Joe Elijah|Manitoba|Home Office|Technology|Telephones and Communication|ELITE Series
4843|6|830.28|Delivery Truck|-382.98|122.99|Ed Braxton|Manitoba|Home Office|Furniture|Chairs & Chairmats|Global High-Back Leather Tilter, Burgundy
4844|45|837.386|Regular Air|104.33|20.99|Ed Braxton|Manitoba|Home Office|Technology|Telephones and Communication|1726 Digital Answering Machine
4845|10|392.77|Regular Air|-146.2|39.98|Stefanie Holloman|Manitoba|Small Business|Technology|Computer Peripherals|IBM Active Response Keyboard, Black
4846|24|7332.088|Delivery Truck|53.79|376.13|Stefanie Holloman|Manitoba|Small Business|Furniture|Tables|Bretford Rectangular Conference Table Tops
4847|38|1504.22|Express Air|118.97|39.99|Ed Braxton|Manitoba|Home Office|Technology|Computer Peripherals|Zoom V.92 V.44 PCI Internal Controllerless FaxModem
4848|50|745.48|Regular Air|119.12|14.56|Ed Braxton|Manitoba|Home Office|Office Supplies|Appliances|Acco 6 Outlet Guardian Premium Surge Suppressor
4849|45|3086.5115|Regular Air|1560.96|85.99|Ed Braxton|Manitoba|Home Office|Technology|Telephones and Communication|Accessory12
4850|6|20.19|Regular Air|1.25|3.08|Phillip Flathmann|Manitoba|Small Business|Office Supplies|Labels|Avery 481
4851|25|151.75|Regular Air|-66.24|5.8|Corey Catlett|Manitoba|Home Office|Office Supplies|Binders and Binder Accessories|Wilson Jones ?Snap? Scratch Pad Binder Tool for Ring Binders
4852|42|437.73|Regular Air|205.7|9.9|Ed Braxton|Manitoba|Home Office|Office Supplies|Envelopes|#6 3/4 Gummed Flap White Envelopes
4853|16|275.01|Regular Air|-87.11|15.7|Ed Braxton|Manitoba|Home Office|Office Supplies|Storage & Organization|Hanging Personal Folder File
4854|10|567.936|Express Air|-126.09|65.99|Valerie Takahito|Manitoba|Consumer|Technology|Telephones and Communication|i270
4855|23|310.52|Regular Air|33.22|12.98|Penelope Sewall|Manitoba|Home Office|Office Supplies|Scissors, Rulers and Trimmers|"Acme? 8"" Straight Scissors"
4856|2|689.74|Regular Air|-490.84|363.25|Sean Braxton|Manitoba|Small Business|Office Supplies|Appliances|Hoover WindTunnel? Plus Canister Vacuum
4857|19|210.4|Regular Air|-18.96|10.89|Valerie Dominguez|Manitoba|Corporate|Office Supplies|Appliances|Belkin 6 Outlet Metallic Surge Strip
4858|42|161.77|Regular Air|-150.37|3.58|Susan MacKendrick|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|Avery Poly Binder Pockets
4859|11|447.09|Regular Air|89.03|41.32|Susan MacKendrick|Manitoba|Corporate|Furniture|Office Furnishings|Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting
4860|29|4192.88|Delivery Truck|731.32|145.45|Susan MacKendrick|Manitoba|Corporate|Technology|Office Machines|Panasonic KX-P1150 Dot Matrix Printer
4861|20|59.85|Regular Air|-47.41|2.74|Thais Sissman|Manitoba|Corporate|Office Supplies|Pens & Art Supplies|Rogers Handheld Barrel Pencil Sharpener
4862|23|1661.04|Regular Air|475.54|70.97|Valerie Dominguez|Manitoba|Corporate|Office Supplies|Appliances|Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge
4863|15|494.34|Regular Air|-30.19|31.98|Tanja Norvell|Manitoba|Consumer|Office Supplies|Storage & Organization|Fellowes Bankers Box? Stor/Drawer? Steel Plus?
4864|47|2150.25|Regular Air|586.93|48.58|Linda Southworth|Manitoba|Consumer|Office Supplies|Appliances|Belkin Premiere Surge Master II 8-outlet surge protector
4865|13|448|Regular Air|27.2|35.51|Linda Southworth|Manitoba|Consumer|Office Supplies|Storage & Organization|Steel Personal Filing/Posting Tote
4866|21|3629.1175|Regular Air|636.03|205.99|Michael Moore|Manitoba|Corporate|Technology|Telephones and Communication|i470
4867|31|146.51|Regular Air|37.14|4.73|Patrick Ryan|Manitoba|Corporate|Office Supplies|Paper|While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle
4868|30|8316.76|Delivery Truck|2108.8|279.81|Troy Blackwell|Manitoba|Home Office|Office Supplies|Appliances|Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
4869|37|2143.2155|Regular Air|464.36|65.99|Troy Blackwell|Manitoba|Home Office|Technology|Telephones and Communication|i270
4870|31|2080.035|Regular Air|844.9|85.99|Thais Sissman|Manitoba|Small Business|Technology|Telephones and Communication|Accessory8
4871|7|145.42|Regular Air|-98.46|20.97|Thais Sissman|Manitoba|Small Business|Technology|Computer Peripherals|Microsoft Internet Keyboard
4872|11|1559.4355|Regular Air|61.24|155.99|Thais Sissman|Manitoba|Small Business|Technology|Telephones and Communication|T39m
4873|35|787.56|Regular Air|220.04|21.98|Ross Baird|Manitoba|Corporate|Office Supplies|Pens & Art Supplies|Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener
4874|37|565.91|Regular Air|192.39|15.68|Ross Baird|Manitoba|Corporate|Furniture|Office Furnishings|Artistic Insta-Plaque
4875|39|593.21|Regular Air|44.71|14.98|Ross Baird|Manitoba|Corporate|Furniture|Office Furnishings|GE 4 Foot Flourescent Tube, 40 Watt
4876|2|89.23|Regular Air|-42.72|38.76|Ross Baird|Manitoba|Corporate|Office Supplies|Paper|Xerox 1892
4877|13|98.39|Express Air|-31.54|6.48|Tracy Zic|Manitoba|Consumer|Office Supplies|Paper|Xerox 21
4878|36|65.39|Regular Air|-0.46|1.82|Jack Garza|Manitoba|Corporate|Office Supplies|Pens & Art Supplies|Crayola Anti Dust Chalk, 12/Pack
4879|24|2152.404|Express Air|218.87|110.99|Gary McGarr|Manitoba|Home Office|Technology|Telephones and Communication|LX 677
4880|39|4669.19|Delivery Truck|-1864.08|122.99|Mick Crebagga|Manitoba|Home Office|Furniture|Chairs & Chairmats|Global High-Back Leather Tilter, Burgundy
4881|6|133.4|Regular Air|-0.31|21.98|Mick Crebagga|Manitoba|Home Office|Office Supplies|Pens & Art Supplies|Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener
4882|35|2393.63|Regular Air|524.88|67.28|Roy Skaria|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|Catalog Binders with Expanding Posts
4883|49|6177.53|Delivery Truck|-1195.12|130.98|Roy Skaria|Manitoba|Corporate|Furniture|Bookcases|O'Sullivan Elevations Bookcase, Cherry Finish
4884|33|94.6|Regular Air|-6.34|2.78|Roy Skaria|Manitoba|Corporate|Office Supplies|Pens & Art Supplies|Newell 318
4885|7|20.5|Regular Air|-4.04|2.94|Roy Skaria|Manitoba|Corporate|Office Supplies|Pens & Art Supplies|Newell 343
4886|16|76.6|Regular Air|-48.51|4.24|Steven Ward|Manitoba|Consumer|Office Supplies|Binders and Binder Accessories|Storex DuraTech Recycled Plastic Frosted Binders
4887|40|221.86|Regular Air|-1845.66|4.48|Tanja Norvell|Manitoba|Corporate|Office Supplies|Appliances|Hoover Portapower? Portable Vacuum
4888|25|78.26|Express Air|35.09|2.61|Tanja Norvell|Manitoba|Corporate|Office Supplies|Labels|Avery 479
4889|47|992.95|Regular Air|-65.21|21.38|Tanja Norvell|Manitoba|Corporate|Office Supplies|Pens & Art Supplies|Boston 1730 StandUp Electric Pencil Sharpener
4890|42|294.78|Regular Air|-113.45|6.68|Ryan Crowe|Manitoba|Small Business|Office Supplies|Paper|HP Office Paper (20Lb. and 87 Bright)
4891|45|282.71|Regular Air|-141.44|6.48|Roy Skaria|Manitoba|Corporate|Office Supplies|Paper|Xerox 215
4892|48|724.13|Regular Air|-250.53|14.81|Roy Skaria|Manitoba|Corporate|Office Supplies|Appliances|Holmes Replacement Filter for HEPA Air Cleaner, Large Room
4893|15|294.66|Regular Air|86.33|20.24|Roy Skaria|Manitoba|Corporate|Furniture|Office Furnishings|DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size
4894|32|16172.44|Delivery Truck|7176.12|500.98|Steven Ward|Manitoba|Consumer|Technology|Office Machines|Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers
4895|36|4733.7|Delivery Truck|624.36|120.98|Irene Maddox|Manitoba|Consumer|Furniture|Chairs & Chairmats|Hon Every-Day? Chair Series Swivel Task Chairs
4896|14|2718.07|Regular Air|1107.53|209.84|Irene Maddox|Manitoba|Consumer|Furniture|Office Furnishings|Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
4897|17|198.78|Regular Air|-28.35|11.5|Nick Radford|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|Ibico Covers for Plastic or Wire Binding Elements
4898|50|281.58|Regular Air|-161.56|5.77|Nick Radford|Manitoba|Corporate|Furniture|Office Furnishings|DAX Cubicle Frames - 8x10
4899|4|2206.17|Regular Air|251.43|525.98|Theresa Swint|Manitoba|Consumer|Office Supplies|Binders and Binder Accessories|GBC DocuBind 300 Electric Binding Machine
4900|40|621.12|Regular Air|190.53|16.51|Theresa Swint|Manitoba|Consumer|Office Supplies|Binders and Binder Accessories|JM Magazine Binder
4901|31|175.92|Regular Air|-93.41|5.98|Theresa Swint|Manitoba|Consumer|Technology|Computer Peripherals|"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack"
4902|27|384.74|Express Air|2.69|13.43|Maurice Satty|Manitoba|Corporate|Office Supplies|Storage & Organization|Fellowes Personal Hanging Folder Files, Navy
4903|24|133.94|Express Air|45|5.84|Henry Goldwyn|Manitoba|Small Business|Office Supplies|Pens & Art Supplies|Quartet Omega? Colored Chalk, 12/Pack
4904|29|5433.0895|Regular Air|1365.28|205.99|Henry Goldwyn|Manitoba|Small Business|Technology|Telephones and Communication|StarTAC 8000
4905|43|92.63|Regular Air|-70.8|2.08|Mick Crebagga|Manitoba|Home Office|Office Supplies|Scissors, Rulers and Trimmers|Kleencut? Forged Office Shears by Acme United Corporation
4906|23|21062.91|Delivery Truck|5713.53|880.98|Roy Skaria|Manitoba|Corporate|Furniture|Bookcases|Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish
4907|1|22.13|Express Air|-2.39|7.68|Victor Price|Manitoba|Consumer|Office Supplies|Binders and Binder Accessories|GBC VeloBinder Strips
4908|19|129.84|Express Air|2.39|6.64|Victor Price|Manitoba|Consumer|Furniture|Office Furnishings|G.E. Longer-Life Indoor Recessed Floodlight Bulbs
4909|43|3681.7495|Regular Air|1196.44|95.99|Maureen Grace|Manitoba|Corporate|Technology|Telephones and Communication|T60
4910|36|2300.45|Regular Air|624.64|60.98|Eric Hoffmann|Manitoba|Small Business|Office Supplies|Envelopes|"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
4911|46|548.11|Regular Air|124.24|11.55|Eric Hoffmann|Manitoba|Small Business|Office Supplies|Pens & Art Supplies|Newell 309
4912|32|1425.06|Regular Air|597.31|48.04|Jill Stevenson|Manitoba|Consumer|Office Supplies|Paper|Xerox 1910
4913|3|31.35|Regular Air|-14.62|8.85|Evan Bailliet|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|GBC Standard Plastic Binding Systems Combs
4914|46|11057.6|Delivery Truck|183.9|259.71|Meg Tillman|Manitoba|Small Business|Furniture|Tables|"Bevis Round Bullnose 29"" High Table Top"
4915|44|10445.95|Delivery Truck|1069.61|243.98|Gary McGarr|Manitoba|Home Office|Furniture|Chairs & Chairmats|Hon Deluxe Fabric Upholstered Stacking Chairs
4916|15|66.33|Regular Air|-47.23|4.13|Russell D'Ascenzo|Manitoba|Consumer|Office Supplies|Binders and Binder Accessories|"ACCOHIDE? 3-Ring Binder, Blue, 1"""
4917|28|197.574|Regular Air|-90.84|7.99|Gary Hwang|Manitoba|Home Office|Technology|Telephones and Communication|Bell Sonecor JB700 Caller ID
4918|37|4935.72|Delivery Truck|-698.09|140.98|Meg Tillman|Manitoba|Small Business|Furniture|Bookcases|Sauder Forest Hills Library, Woodland Oak Finish
4919|12|151.49|Regular Air|-3.95|11.58|Joseph Airdo|Manitoba|Consumer|Office Supplies|Envelopes|Peel & Seel? Recycled Catalog Envelopes, Brown
4920|37|308.22|Regular Air|-215.57|7.77|Joseph Airdo|Manitoba|Consumer|Office Supplies|Appliances|Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
4921|8|85.85|Regular Air|-327.65|4.48|Emily Ducich|Manitoba|Consumer|Office Supplies|Appliances|Hoover Portapower? Portable Vacuum
4922|41|14377.78|Delivery Truck|4161.98|350.99|Emily Ducich|Manitoba|Consumer|Furniture|Chairs & Chairmats|Global Leather Executive Chair
4923|26|994.27|Express Air|-127.11|40.98|Emily Ducich|Manitoba|Consumer|Technology|Computer Peripherals|Targus USB Numeric Keypad
4924|29|9558.65|Delivery Truck|2154.07|349.45|Emily Ducich|Manitoba|Consumer|Furniture|Tables|SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black
4925|41|172.15|Express Air|86.78|3.69|Stewart Visinsky|Manitoba|Corporate|Office Supplies|Labels|Avery 52
4926|13|772.2675|Regular Air|-48.85|65.99|Tanja Norvell|Manitoba|Corporate|Technology|Telephones and Communication|SC-3160
4927|37|1767.88|Regular Air|66.47|50.98|Linda Southworth|Manitoba|Consumer|Office Supplies|Appliances|Eureka The Boss? Cordless Rechargeable Stick Vac
4928|12|277.42|Regular Air|49.82|22.24|Linda Southworth|Manitoba|Consumer|Technology|Computer Peripherals|Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel
4929|13|178.13|Regular Air|-19.75|13.43|Linda Southworth|Manitoba|Consumer|Office Supplies|Storage & Organization|Fellowes Personal Hanging Folder Files, Navy
4930|17|2637.78|Regular Air|-0.84|152.48|Henry Goldwyn|Manitoba|Small Business|Technology|Computer Peripherals|Adesso Programmable 142-Key Keyboard
4931|29|157.4|Regular Air|-118.56|4.98|Henry Goldwyn|Manitoba|Small Business|Office Supplies|Paper|Xerox 1926
4932|43|292.808|Regular Air|-129.69|7.99|Steven Cartwright|Manitoba|Home Office|Technology|Telephones and Communication|Bell Sonecor JB700 Caller ID
4933|43|1160.55|Delivery Truck|-179.17|25.98|Steven Cartwright|Manitoba|Home Office|Furniture|Chairs & Chairmats|Global Stack Chair without Arms, Black
4934|35|106.06|Regular Air|-59.74|3.14|Sue Ann Reed|Manitoba|Consumer|Office Supplies|Scissors, Rulers and Trimmers|Serrated Blade or Curved Handle Hand Letter Openers
4935|7|131.61|Regular Air|-7.3|17.48|Irene Maddox|Manitoba|Consumer|Technology|Computer Peripherals|Maxell Pro 80 Minute CD-R, 10/Pack
4936|36|10122.72|Delivery Truck|-381.16|280.98|Thais Sissman|Manitoba|Corporate|Furniture|Chairs & Chairmats|Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs
4937|39|203.6|Regular Air|-166.44|4.98|Thais Sissman|Manitoba|Corporate|Office Supplies|Paper|Xerox 1922
4938|30|115.81|Regular Air|22.06|3.98|Thais Sissman|Manitoba|Corporate|Office Supplies|Pens & Art Supplies|Fluorescent Highlighters by Dixon
4939|49|1058.43|Regular Air|245|20.28|Sanjit Engle|Manitoba|Home Office|Furniture|Office Furnishings|"Seth Thomas 8 1/2"" Cubicle Clock"
4940|3|299.08|Regular Air|-50.43|90.48|Katherine Ducich|Manitoba|Corporate|Office Supplies|Envelopes|Tyvek? Side-Opening Peel & Seel? Expanding Envelopes
4941|26|566.39|Regular Air|76.43|22.84|Katherine Ducich|Manitoba|Corporate|Office Supplies|Paper|Xerox 1991
4942|4|377.213|Regular Air|-411.65|110.99|Victor Price|Manitoba|Consumer|Technology|Telephones and Communication|T18
4943|15|140.07|Express Air|-21.85|8.6|Tanja Norvell|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|Avery Printable Repositionable Plastic Tabs
4944|5|39.68|Regular Air|-6.71|8.01|Eric Hoffmann|Manitoba|Small Business|Office Supplies|Paper|TOPS Money Receipt Book, Consecutively Numbered in Red,
4945|8|1273.266|Regular Air|-615.67|205.99|Eric Hoffmann|Manitoba|Small Business|Technology|Telephones and Communication|Talkabout T8097
4946|22|351.27|Regular Air|-37.22|15.73|Mike Gockenbach|Manitoba|Consumer|Office Supplies|Scissors, Rulers and Trimmers|Acme Galleria? Hot Forged Steel Scissors with Colored Handles
4947|9|49.89|Regular Air|-30.84|4.98|Tanja Norvell|Manitoba|Consumer|Office Supplies|Paper|Xerox 1897
4948|25|1831.529|Express Air|-139.98|85.99|Tanja Norvell|Manitoba|Consumer|Technology|Telephones and Communication|Accessory4
4949|32|599.52|Regular Air|25.14|17.98|Tracy Zic|Manitoba|Consumer|Technology|Office Machines|Canon P1-DHIII Palm Printing Calculator
4950|25|10330.94|Regular Air|2914.56|419.19|Tracy Zic|Manitoba|Consumer|Office Supplies|Storage & Organization|Smead Adjustable Mobile File Trolley with Lockable Top
4951|26|3662.16|Delivery Truck|-372.82|130.98|Thais Sissman|Manitoba|Small Business|Furniture|Bookcases|O'Sullivan Elevations Bookcase, Cherry Finish
4952|21|329.37|Express Air|-53.57|15.14|Thais Sissman|Manitoba|Small Business|Office Supplies|Storage & Organization|Eldon? Gobal File Keepers
4953|14|1676.44|Regular Air|607.5|120.98|Tom Zandusky|Manitoba|Home Office|Office Supplies|Binders and Binder Accessories|GBC VeloBinder Electric Binding Machine
4954|14|1406.07|Delivery Truck|-701.91|100.98|Tom Zandusky|Manitoba|Home Office|Furniture|Bookcases|Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled
4955|30|1771.67|Regular Air|338.95|59.76|Tom Zandusky|Manitoba|Home Office|Office Supplies|Storage & Organization|Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers
4956|6|127.49|Express Air|-57.95|19.98|Thais Sissman|Manitoba|Corporate|Technology|Computer Peripherals|Belkin 105-Key Black Keyboard
4957|2|63.427|Regular Air|-191.79|35.99|Sue Ann Reed|Manitoba|Consumer|Technology|Telephones and Communication|Accessory17
4958|31|259.59|Regular Air|34.79|8.5|Theresa Swint|Manitoba|Consumer|Technology|Computer Peripherals|Hewlett-Packard 4.7GB DVD+R Discs
4959|16|34.93|Regular Air|-0.05|2.18|Theresa Swint|Manitoba|Consumer|Office Supplies|Rubber Bands|Stockwell Push Pins
4960|33|431.06|Regular Air|-26.78|12.28|Theresa Swint|Manitoba|Consumer|Office Supplies|Storage & Organization|Recycled Eldon Regeneration Jumbo File
4961|8|55|Regular Air|-23.62|6.28|Denny Joy|Manitoba|Corporate|Office Supplies|Binders and Binder Accessories|GBC Standard Plastic Binding Systems' Combs
4962|7|51.66|Regular Air|7.4|7.64|Denny Joy|Manitoba|Corporate|Office Supplies|Envelopes|Security-Tint Envelopes
